,genomesize,mingt,rrn,gramstain,kE,yEV,aX,gV,sav,yields,rho,Vmax,KD,BGE
507,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.910833333,0.000237651,0.002517275,0.002641816,0.704201769
508,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.910833333,0.000189937,0.002017956,0.002368688,0.702975621
509,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.910833333,0.002309012,0.023804768,0.011570625,0.543536769
510,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.910833333,0.000858602,0.009097495,0.004115842,0.722195139
511,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.910833333,0.000127757,0.001396111,0.001926339,0.612546431
512,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.910833333,0.000621208,0.006676552,0.003648359,0.722736522
513,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.910833333,0.001163131,0.014725399,0.004621672,0.550269135
514,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.910833333,0.000710328,0.009167419,0.003171975,0.585424357
515,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.910833333,0.001771719,0.022250891,0.005989756,0.558468454
516,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.910833333,0.000873656,0.009310878,0.004648494,0.678881439
517,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.910833333,0.000837487,0.008965422,0.00435257,0.678870253
518,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.910833333,0.000833499,0.008816545,0.005110241,0.723897786
519,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.910833333,0.001065586,0.013342577,0.006346901,0.533410131
520,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.910833333,0.000547655,0.006858545,0.004113687,0.557464205
521,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.910833333,0.000417228,0.005255085,0.003200764,0.576294732
522,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.910833333,0.009194619,0.108413338,0.04231482,0.468986957
523,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.910833333,0.002072393,0.020227877,0.008612461,0.570158485
524,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.910833333,0.000136492,0.001436324,0.002342652,0.667187575
525,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.910833333,0.000529144,0.006753393,0.003613938,0.722040827
526,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.910833333,0.000770236,0.009776591,0.004471385,0.725857941
527,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.910833333,0.00063099,0.007122177,0.00227756,0.7241608
528,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.910833333,0.000306737,0.003473706,0.001919965,0.716141267
529,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.910833333,0.001171614,0.014549987,0.007552068,0.478666595
530,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.910833333,0.000207029,0.002220613,0.002404959,0.47024004
531,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.643333333,0.003593506,0.043182981,0.007422716,0.285933311
532,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.643333333,0.001110054,0.01180084,0.004036342,0.495735123
533,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.643333333,0.000994107,0.010529897,0.00386117,0.492506623
534,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.643333333,0.001083336,0.011509744,0.003848199,0.495796967
535,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.643333333,0.001604834,0.016545043,0.005624957,0.356456346
536,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.643333333,0.001595491,0.016905343,0.004116419,0.500427128
537,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.643333333,0.002170537,0.023719416,0.004387172,0.44782019
538,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.643333333,0.00016723,0.001797341,0.001431782,0.416745185
539,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.643333333,0.000840901,0.010645923,0.00249852,0.364790848
540,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.643333333,0.000309441,0.003993619,0.001516322,0.367541386
541,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.643333333,0.000957755,0.012028372,0.002626298,0.366963823
542,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.643333333,0.000282106,0.003006505,0.001715903,0.418426618
543,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.643333333,0.000201348,0.002155461,0.001505046,0.395936862
544,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.643333333,0.000501711,0.006283167,0.002572561,0.362852738
545,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.643333333,0.000483311,0.006087409,0.002272282,0.382158973
546,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.643333333,0.001331363,0.015698039,0.004954506,0.254476981
547,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.643333333,0.005868201,0.057277383,0.014097459,0.396875664
548,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.643333333,0.001405123,0.014786331,0.005904676,0.492287245
549,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.643333333,8.64E-05,0.001103247,0.001287379,0.33005063
550,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.643333333,0.000487286,0.005500146,0.001403187,0.48434469
551,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.643333333,0.001042271,0.011803402,0.0017223,0.499353728
552,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.643333333,0.000321053,0.003987081,0.002142849,0.261342284
553,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.643333333,0.002026943,0.021741221,0.006070045,0.344356902
554,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.75,0.003192072,0.034131872,0.008627159,0.597138076
555,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.75,0.021797179,0.261935626,0.037816712,0.383258852
556,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.75,0.002988787,0.031773398,0.008646115,0.596224521
557,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.75,0.003174753,0.033627992,0.009529875,0.596169478
558,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.75,0.003796131,0.040331448,0.010313364,0.598890183
559,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.75,0.008106591,0.083574935,0.022988576,0.446059613
560,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.75,0.002932664,0.03107363,0.00636871,0.592556484
561,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.75,0.002711808,0.029634373,0.004980655,0.528575459
562,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.75,0.00245453,0.02638053,0.006044059,0.594501441
563,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.75,0.005950776,0.075337646,0.010657333,0.459181745
564,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.75,0.004512343,0.058235835,0.007189222,0.490478499
565,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.75,0.007159142,0.089911129,0.01211185,0.461679714
566,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.75,0.003350549,0.035708034,0.008310387,0.558592962
567,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.75,0.003051246,0.032664021,0.007267666,0.557879015
568,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.75,0.002752023,0.02911021,0.008256847,0.59362779
569,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.75,0.003934048,0.049259609,0.011984496,0.438661178
570,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.75,0.002699508,0.033807249,0.00872959,0.463141805
571,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.75,0.003408713,0.042933515,0.009100524,0.485307496
572,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.75,0.006661745,0.078548338,0.019576415,0.3245831
573,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.75,0.03752329,0.366251255,0.080585103,0.514490026
574,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.75,0.002461137,0.025898942,0.009109519,0.589988627
575,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.75,0.001828984,0.023343074,0.00534088,0.592293672
576,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.75,0.002124339,0.026964204,0.005957219,0.593193252
577,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.75,0.001044957,0.011794757,0.001700551,0.585386623
578,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.75,0.001564564,0.017718217,0.001955815,0.591077033
579,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.75,0.004543973,0.056430481,0.015479504,0.394907678
580,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.75,0.002416235,0.025916815,0.006715762,0.409007936
581,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.8,0.002394054,0.025598904,0.007066296,0.637478591
582,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.8,0.016347884,0.19645172,0.030063128,0.409182015
583,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.8,0.00224159,0.023830048,0.00708123,0.636324129
584,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.8,0.002381065,0.025220994,0.007777496,0.636306576
585,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.8,0.002847099,0.030248586,0.008394764,0.639125363
586,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.8,0.006079943,0.062681201,0.018380861,0.476018692
587,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.8,0.002199498,0.023305223,0.005286989,0.632586957
588,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.8,0.002033856,0.02222578,0.004193418,0.56420076
589,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.8,0.001840898,0.019785397,0.005031215,0.634625447
590,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.8,0.004463082,0.056503234,0.008665758,0.490019885
591,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.8,0.003384257,0.043676877,0.005933425,0.523404529
592,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.8,0.005369356,0.067433347,0.009811691,0.492607892
593,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.8,0.002512912,0.026781025,0.006816729,0.596237556
594,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.8,0.002288435,0.024498016,0.005995227,0.595458674
595,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.8,0.002064017,0.021832657,0.006774548,0.633579978
596,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.8,0.002950536,0.036944707,0.009711356,0.468155236
597,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.8,0.002024631,0.025355436,0.007146996,0.494316471
598,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.8,0.002556535,0.032200136,0.007439234,0.517918047
599,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.8,0.004996309,0.058911253,0.015692608,0.346438052
600,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.8,0.028142468,0.274688441,0.063757975,0.549707917
601,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.8,0.001845853,0.019424206,0.007446321,0.629716364
602,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.8,0.001371738,0.017507305,0.004477219,0.632347824
603,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.8,0.001593254,0.020223153,0.004962798,0.633156508
604,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.8,0.000783718,0.008846068,0.001609205,0.625691236
605,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.8,0.001173423,0.013288663,0.001810313,0.631036186
606,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.8,0.00340798,0.042322861,0.012464879,0.421488068
607,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.8,0.001812177,0.019437611,0.005560412,0.436731082
608,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.465,0.001009089,0.010692002,0.003319697,0.354242871
609,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.465,0.000581699,0.007364384,0.002280234,0.253513804
610,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.465,0.000684986,0.008840355,0.002273414,0.280012099
611,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.465,0.001060053,0.013313123,0.00309152,0.263578967
612,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.465,0.000504817,0.006322066,0.002858702,0.255940793
613,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.465,0.000653807,0.00823485,0.002984029,0.277506652
614,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.465,0.005609304,0.054750384,0.014973005,0.285224075
615,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.465,0.000269666,0.003043808,0.001390838,0.321109185
616,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.847142857,3.59E-05,0.00038372,0.001641583,0.500806497
617,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.847142857,0.001013615,0.012180562,0.004042297,0.376306048
618,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.847142857,2.34E-05,0.000248937,0.001603546,0.321083964
619,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.847142857,2.79E-05,0.000295258,0.001625647,0.377973369
620,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.847142857,0.000198609,0.002047558,0.002310108,0.449093644
621,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.847142857,0.000276946,0.002934441,0.002260577,0.656254072
622,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.847142857,3.58E-05,0.000391585,0.001592549,0.44259978
623,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.847142857,0.000159648,0.002021169,0.001897012,0.472688671
624,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.847142857,0.000187996,0.002426252,0.001894626,0.520330972
625,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.847142857,0.000290934,0.003653812,0.002180769,0.485969298
626,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.847142857,3.96E-05,0.000421511,0.001642371,0.479990697
627,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.847142857,2.72E-05,0.000291003,0.001597498,0.392703348
628,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.847142857,2.88E-05,0.000304695,0.001627153,0.400518238
629,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.847142857,3.67E-05,0.000459063,0.001666205,0.28694746
630,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.847142857,0.000138548,0.001735103,0.002099338,0.478119343
631,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.847142857,0.000179439,0.002260071,0.002143173,0.516042574
632,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.847142857,0.000134808,0.001589511,0.002069817,0.29797418
633,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.847142857,0.001539484,0.015026349,0.006336471,0.521514366
634,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.847142857,2.63E-05,0.000335129,0.001606863,0.479305577
635,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.847142857,7.40E-05,0.000835379,0.001585934,0.622053604
636,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.847142857,9.75E-05,0.00121114,0.001973547,0.35176535
637,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.847142857,4.07E-05,0.000437046,0.001657083,0.264473106
638,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.821666667,0.000585814,0.006263939,0.003002734,0.637577518
639,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.821666667,0.00777083,0.093381685,0.017540589,0.397293045
640,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.821666667,0.0003219,0.003422075,0.002290456,0.624057889
641,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.821666667,0.000526881,0.005580895,0.00302298,0.633196142
642,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.821666667,0.000421097,0.004473887,0.00255033,0.631667868
643,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.821666667,0.005119168,0.052776089,0.018474377,0.489951208
644,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.821666667,0.001903555,0.020169496,0.005573798,0.650544184
645,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.821666667,0.000283241,0.003095231,0.001784841,0.549891768
646,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.821666667,0.001377242,0.014802173,0.004764814,0.651122497
647,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.821666667,0.002578706,0.032646776,0.006449142,0.495978493
648,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.821666667,0.001574824,0.020324522,0.003940426,0.527535534
649,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.821666667,0.00392797,0.049331082,0.008816625,0.50346316
650,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.821666667,0.00193693,0.020642575,0.006495557,0.611749879
651,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.821666667,0.001856742,0.019876686,0.005983458,0.611751318
652,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.821666667,0.001847899,0.019546619,0.007294616,0.652262817
653,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.821666667,0.002362445,0.029581008,0.009434669,0.480681406
654,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.821666667,0.001214171,0.015205659,0.005570068,0.502283543
655,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.821666667,0.000925011,0.011650726,0.003990246,0.51930066
656,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.821666667,0.020384824,0.240356548,0.071677524,0.420765501
657,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.821666667,0.004594575,0.044845983,0.013355243,0.514041452
658,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.821666667,0.000302607,0.003184385,0.002505275,0.598255263
659,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.821666667,0.001173133,0.014972532,0.004705248,0.650354741
660,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.821666667,0.001707643,0.02167508,0.006189069,0.654064094
661,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.821666667,0.001398929,0.015790142,0.002392632,0.652308885
662,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.821666667,0.000680048,0.00770134,0.00177381,0.644370012
663,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.821666667,0.002597514,0.032257882,0.011520222,0.431361563
664,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.821666667,0.000458991,0.004923185,0.002613098,0.42253108
665,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.821666667,0.000585814,0.006263939,0.003002734,0.637577518
666,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.821666667,0.00777083,0.093381685,0.017540589,0.397293045
667,6.972827,6.09,3,2,1.088478186,1.268776278,0.001464266,0.254229781,1.537087028,0.821666667,0.0003219,0.003422075,0.002290456,0.624057889
668,7.193102,5.73,3,2,1.132663739,1.268776278,0.001904107,0.255834623,1.463046917,0.821666667,0.000526881,0.005580895,0.00302298,0.633196142
669,6.793945,5.32,3,2,1.187556721,1.268776278,0.00168609,0.257942124,1.601821482,0.821666667,0.000421097,0.004473887,0.00255033,0.631667868
670,7.244804,2.43,10,2,1.801882877,1.762357889,0.0017874,0.295626127,1.446508786,0.821666667,0.005119168,0.052776089,0.018474377,0.489951208
671,5.642219,2.9,3,2,1.662426368,1.268776278,0.007238338,0.283840831,2.151122023,0.821666667,0.001903555,0.020169496,0.005573798,0.650544184
672,4.904121,6.24,5,2,1.071066953,1.439874503,0.002132716,0.253618415,2.687285911,0.821666667,0.000283241,0.003095231,0.001784841,0.549891768
673,6.067264,6.09,3,2,1.088478186,1.268776278,0.002462653,0.254229781,1.916888565,0.821666667,0.001377242,0.014802173,0.004764814,0.651122497
674,5.236918,2.72,9,1,1.713242229,1.704336196,0.003851715,0.287819287,2.421322349,0.821666667,0.002578706,0.032646776,0.006449142,0.495978493
675,4.705879,3.6,7,1,1.49028861,1.580239892,0.002592987,0.272466395,2.86918788,0.821666667,0.001574824,0.020324522,0.003940426,0.527535534
676,5.093035,2.24,9,1,1.865010579,1.704336196,0.002982621,0.301987954,2.530798404,0.821666667,0.00392797,0.049331082,0.008816625,0.50346316
677,6.306952,4.7,4,2,1.281439027,1.359773371,0.002408548,0.261873106,1.80255251,0.821666667,0.00193693,0.020642575,0.006495557,0.611749879
678,6.069513,5.01,4,2,1.232718085,1.359773371,0.002789973,0.259778595,1.915761251,0.821666667,0.001856742,0.019876686,0.005983458,0.611751318
679,7.106298,5.12,3,2,1.216306199,1.268776278,0.002628227,0.259099972,1.491515539,0.821666667,0.001847899,0.019546619,0.007294616,0.652262817
680,7.372737,4.16,10,1,1.376145972,1.762357889,0.005978462,0.266322132,1.406870905,0.821666667,0.002362445,0.029581008,0.009434669,0.480681406
681,7.485871,4.36,8,1,1.339486862,1.643835616,0.001696574,0.264536854,1.373271716,0.821666667,0.001214171,0.015205659,0.005570068,0.502283543
682,6.657122,3.83,7,1,1.441204817,1.580239892,0.001384077,0.269708105,1.654393191,0.821666667,0.000925011,0.011650726,0.003990246,0.51930066
683,7.371174,1.43,23,1,2.190244495,2.41130031,0.01,0.352352262,1.407344452,0.821666667,0.020384824,0.240356548,0.071677524,0.420765501
684,6.208105,0.96,8,2,2.431609475,1.643835616,0.001524297,0.434182184,1.848321703,0.821666667,0.004594575,0.044845983,0.013355243,0.514041452
685,8.179139,7.05,3,2,0.985893885,1.268776278,0.001857236,0.250785955,1.193165049,0.821666667,0.000302607,0.003184385,0.002505275,0.598255263
686,6.640086,6.11,3,1,1.086124111,1.268776278,0.004200387,0.254146445,1.661135662,0.821666667,0.001173133,0.014972532,0.004705248,0.650354741
687,6.572728,4.74,3,1,1.274937838,1.268776278,0.003334126,0.26158646,1.688238279,0.821666667,0.001707643,0.02167508,0.006189069,0.654064094
688,2.934896,6.3,3,2,1.064257172,1.268776278,0.004072804,0.253382415,6.070606279,0.821666667,0.001398929,0.015790142,0.002392632,0.652308885
689,2.785891,6.78,3,2,1.012740988,1.268776278,0.002055932,0.25165153,6.594023235,0.821666667,0.000680048,0.00770134,0.00177381,0.644370012
690,8.015544,4.04,14,1,1.399116158,1.977331951,0.005623291,0.267484565,1.232050298,0.821666667,0.002597514,0.032257882,0.011520222,0.431361563
691,6.632341,8.33,12,2,0.875808688,1.872678994,0.002102646,0.247473855,1.664215784,0.821666667,0.000458991,0.004923185,0.002613098,0.42253108
692,6.679185,7,3,2,0.990757793,1.268776278,0.00771777,0.25094099,1.645727212,0.786,0.00203058,0.021712387,0.006862488,0.626184635
693,5.37721,1.31,20,1,2.247728614,2.270981174,0.00328811,0.366392402,2.321819454,0.786,0.01386589,0.166625716,0.028602516,0.402062322
